sample_id,country,region,latitude,longitude,altitude,sampling_date,nitrogen_total,phosphorus_avail,potassium_exch,pH_water,organic_carbon,sand_percent,silt_percent,clay_percent,bulk_density,cation_exchange_cap,NDVI_mean,NDVI_std,rainfall_annual,landcover_class,crop_type_reported,yield_reported,fertility_score
RWA_2019_4390,Rwanda,Western,3.1187,30.8576,1388.0,2019-05-06,2.024,43.71,0.892,8.39,24.06,78.9,15.4,5.7,1.279,17.79,0.352,0.011,1569,Cropland,,,30.32
ETH_2020_4391,Ethiopia,SNNPR,-4.3644,28.4919,2751.0,2020-04-10,4.274,,2.478,5.86,47.94,13.0,23.2,63.8,1.129,48.7,,,1079,Cropland,,,69.11
ETH_2022_4392,Ethiopia,Oromia,1.6838,39.7255,1380.0,2022-09-13,4.157,59.89,1.374,8.13,38.82,74.1,15.0,10.9,1.364,27.33,0.524,0.17,358,Bare,,,47.63
ZAM_2015_4393,Zambia,Copperbelt,1.9356,28.7891,2076.0,2015-06-26,1.82,47.68,2.202,9.2,16.19,11.5,44.8,43.7,1.278,26.06,0.338,0.047,745,Grassland,,,29.34
ZAM_2017_4394,Zambia,Lusaka,1.1652,32.1918,1426.0,2017-01-14,6.056,59.61,1.357,5.95,55.55,16.6,45.1,38.2,1.082,44.06,0.399,0.091,643,Cropland,,,58.63
ETH_2022_4395,Ethiopia,SNNPR,-11.6305,29.2187,2199.0,2022-10-08,3.134,36.58,2.497,4.58,34.19,80.9,13.0,6.0,1.229,20.58,,,974,Cropland,,,38.12
ETH_2017_4396,Ethiopia,Oromia,-13.0305,38.6397,1408.0,2017-03-09,5.124,69.86,1.922,6.97,45.95,17.9,12.4,69.7,1.276,48.7,0.567,0.028,745,Cropland,,,56.55
ETH_2022_4397,Ethiopia,Tigray,-13.1515,41.9544,320.0,2022-11-17,4.959,74.57,2.165,5.32,55.04,16.9,24.5,58.6,1.32,48.7,0.571,0.123,300,Grassland,,,51.81
ZIM_2021_4398,Zimbabwe,Mashonaland,-14.8328,33.1454,1481.0,2021-11-19,3.614,132.81,2.415,6.7,31.14,76.2,5.2,18.6,1.212,20.01,,,637,,Beans,1621.0,68.26
MAL_2017_4399,Malawi,Northern,-8.8147,34.7451,4045.0,2017-03-19,1.591,83.34,0.975,9.14,19.22,18.3,21.0,60.6,1.206,32.29,,,641,Grassland,,,23.31
ETH_2017_4400,Ethiopia,SNNPR,-2.1519,36.9135,2148.0,2017-02-06,3.4,93.06,1.007,6.3,34.61,,,,1.116,39.73,0.425,0.015,566,Cropland,,,56.01
RWA_2021_4401,Rwanda,Eastern,-7.1313,39.2756,1129.0,2021-04-23,2.946,48.03,1.636,6.32,29.19,57.3,35.8,6.9,,12.34,0.317,0.015,930,Cropland,Tea,1555.0,46.4
TAN_2018_4402,Tanzania,Arusha,-5.8273,38.369,357.0,2018-01-12,2.791,74.52,2.196,6.95,,66.2,22.3,11.5,1.176,17.7,,,857,Cropland,,,48.21
UGA_2020_4403,Uganda,Northern,4.5938,32.0354,1172.0,2020-05-05,3.428,48.27,1.829,7.43,32.54,26.5,27.9,45.6,1.005,35.74,0.87,0.03,1669,Grassland,,,44.86
TAN_2016_4404,Tanzania,Mwanza,-5.8021,41.0284,1402.0,2016-04-16,4.78,104.25,1.987,8.29,40.68,27.7,3.6,68.6,1.365,46.03,0.714,0.131,636,Cropland,Coffee,2643.0,59.39
ZAM_2018_4405,Zambia,Copperbelt,2.2027,36.4798,156.0,2018-03-06,1.17,62.1,0.371,6.59,15.22,55.9,32.0,12.1,1.284,13.12,0.459,0.045,635,Grassland,,,35.65
RWA_2022_4406,Rwanda,Northern,-13.1118,36.4419,283.0,2022-12-04,0.496,78.15,,8.05,8.31,15.3,33.6,51.1,1.266,24.78,0.256,0.067,1249,Cropland,,,35.45
ZIM_2020_4407,Zimbabwe,Matabeleland,-2.6822,38.4157,246.0,2020-10-18,4.062,82.72,2.522,6.03,42.85,60.1,23.1,16.7,1.485,28.95,0.793,0.109,892,Forest,,,65.24
MAL_2023_4408,Malawi,Northern,3.445,36.9627,1643.0,2023-03-13,3.893,70.7,1.205,5.75,34.3,52.5,32.7,14.8,1.345,18.72,,,819,Cropland,Tea,1821.0,47.41
KEN_2020_4409,Kenya,Eastern,1.7969,28.3846,2192.0,2020-03-24,1.641,42.95,1.263,4.76,16.27,18.3,29.5,52.2,1.119,28.16,0.548,0.023,836,Cropland,,,26.48
RWA_2021_4410,Rwanda,Southern,-13.0947,38.7642,1799.0,2021-08-16,,112.98,1.995,4.61,,25.0,30.3,44.7,1.206,38.06,0.618,0.09,1475,Forest,,,60.03
MAL_2017_4411,Malawi,Northern,2.0102,38.6962,1394.0,2017-09-07,1.26,41.74,0.565,6.23,18.7,23.5,11.4,65.1,1.012,32.89,0.243,0.019,924,,,,29.16
MAL_2018_4412,Malawi,Central,3.3366,40.5122,944.0,2018-05-08,3.216,71.83,1.552,6.09,39.05,68.1,26.1,5.9,1.321,23.33,0.531,0.063,838,Bare,,,51.1
MAL_2021_4413,Malawi,Southern,-14.8216,31.745,1073.0,2021-06-10,3.385,66.74,0.566,6.03,33.58,62.2,27.3,10.4,1.068,19.38,0.283,0.031,545,Cropland,Millet,1426.0,43.98
RWA_2023_4414,Rwanda,Western,-4.3363,31.9611,2322.0,2023-05-31,3.048,81.94,,5.5,40.83,18.1,22.6,59.2,1.076,43.69,0.443,0.033,1211,Cropland,,,54.26
TAN_2019_4415,Tanzania,Arusha,-0.5133,34.7926,992.0,2019-12-29,,100.43,1.303,7.4,31.31,48.4,40.5,11.0,1.336,17.81,0.56,0.218,793,Grassland,,,46.17
KEN_2021_4416,Kenya,Central,-5.6816,36.0011,220.0,2021-11-17,2.895,34.44,1.073,7.43,27.74,20.5,21.2,58.3,1.289,32.25,,,1062,Cropland,,,41.72
ZAM_2017_4417,Zambia,Eastern,-3.4733,32.3497,854.0,2017-10-18,,111.38,2.103,6.33,46.02,72.6,15.9,11.6,1.179,28.27,0.606,0.07,663,Cropland,,,67.77
MAL_2017_4418,Malawi,Northern,1.5792,33.8295,2350.0,2017-12-11,5.706,150.61,2.088,7.28,49.64,83.4,0.1,16.5,1.136,33.58,0.417,0.055,708,Forest,,,72.49
TAN_2021_4419,Tanzania,Kilimanjaro,1.4455,30.1318,2027.0,2021-12-31,3.751,90.86,0.744,8.22,33.01,69.3,16.6,14.1,1.235,21.2,0.173,0.099,835,,,,45.72
UGA_2015_4420,Uganda,Eastern,-0.9952,34.6001,365.0,2015-11-11,6.998,97.14,3.87,8.04,59.4,75.8,7.5,16.7,1.29,36.09,0.829,0.021,1459,Cropland,,,80.89
UGA_2019_4421,Uganda,Eastern,2.0138,34.7201,715.0,2019-03-12,4.412,74.3,1.436,6.26,42.34,75.1,6.7,18.3,1.475,28.85,0.278,0.081,1233,Cropland,,,57.85
ETH_2021_4422,Ethiopia,SNNPR,-5.2096,38.277,1283.0,2021-12-03,5.916,138.95,2.25,6.96,62.97,46.3,49.9,3.8,1.508,34.33,,,1204,,,,79.89
TAN_2018_4423,Tanzania,Mwanza,-2.2312,30.4224,536.0,2018-05-30,3.277,85.21,0.629,6.49,,,,,1.301,10.6,0.495,0.01,694,,,,46.23
KEN_2020_4424,Kenya,Central,3.7981,29.2643,464.0,2020-09-09,6.997,88.53,3.87,7.46,59.25,18.3,25.0,56.8,1.192,,0.75,0.094,655,Cropland,,,80.37
TAN_2016_4425,Tanzania,Arusha,-8.3137,30.8211,1516.0,2016-09-23,,97.65,1.202,7.99,24.45,48.4,45.4,6.2,1.316,14.75,0.329,0.114,826,,,,46.23
KEN_2015_4426,Kenya,Eastern,-1.9253,37.0396,1464.0,2015-04-15,2.664,60.52,3.338,6.23,25.12,25.7,28.0,46.2,,32.5,0.413,0.112,871,Cropland,,,51.47
TAN_2019_4427,Tanzania,Mara,-13.7558,39.5471,1778.0,2019-08-20,3.276,,1.515,4.94,30.96,20.7,14.5,64.8,1.124,40.67,0.408,0.019,561,Grassland,,,48.56
TAN_2018_4428,Tanzania,Mwanza,-12.905,30.312,1127.0,2018-08-16,4.667,82.26,1.665,7.9,44.62,15.7,18.4,66.0,1.187,45.54,0.743,0.084,606,Grassland,,,56.16
TAN_2019_4429,Tanzania,Mara,-9.137,35.124,2129.0,2019-06-12,6.047,89.01,2.608,6.17,53.63,60.1,24.0,16.0,1.166,33.54,,,930,Grassland,,,70.92
ZAM_2021_4430,Zambia,Copperbelt,-3.7836,28.6046,1225.0,2021-08-16,1.544,100.63,0.723,5.45,16.34,64.7,24.5,10.8,1.248,15.57,0.219,0.103,703,Cropland,,,36.42
ZAM_2018_4431,Zambia,Eastern,-14.5111,33.4542,2069.0,2018-12-10,0.604,18.68,0.474,,12.91,16.3,43.5,40.2,,19.56,0.203,0.188,476,Grassland,,,21.95
ZAM_2015_4432,Zambia,Lusaka,1.9253,37.272,931.0,2015-02-27,3.833,54.61,1.255,5.22,37.66,68.6,21.2,10.2,1.322,,,,892,Wetland,,,51.35
TAN_2015_4433,Tanzania,Mara,4.679,34.643,692.0,2015-12-13,4.923,76.99,2.561,6.54,43.14,13.6,20.3,66.1,1.179,,0.656,0.072,958,Cropland,,,64.95
RWA_2021_4434,Rwanda,Southern,-0.2297,31.2855,1459.0,2021-05-10,2.656,154.82,1.667,7.26,25.94,23.4,28.6,48.1,1.397,35.37,0.644,0.143,1615,Cropland,,,54.47
UGA_2022_4435,Uganda,Northern,-12.4752,37.5456,1179.0,2022-12-12,,73.43,3.87,5.07,50.9,25.2,13.5,61.3,1.086,48.7,0.394,0.013,1335,Cropland,,,64.4
TAN_2022_4436,Tanzania,Kilimanjaro,-12.604,37.6865,1541.0,2022-11-23,2.252,36.07,2.169,6.28,22.12,,,,1.295,16.78,0.401,0.081,600,Grassland,,,44.34
ZAM_2020_4437,Zambia,Lusaka,-6.6605,38.9417,525.0,2020-11-23,3.616,156.3,2.136,6.42,31.2,13.6,37.5,48.9,1.248,37.98,0.757,0.132,423,Cropland,,,70.05
RWA_2017_4438,Rwanda,Western,-1.8979,34.1948,2320.0,2017-01-13,2.741,58.41,2.717,5.0,,27.4,2.9,69.7,1.144,38.79,0.662,0.041,1641,Wetland,,,45.74
ZAM_2015_4439,Zambia,Copperbelt,-5.9657,37.7149,1484.0,2015-02-28,4.647,75.7,2.804,6.78,42.73,24.5,24.3,51.2,1.184,41.95,,,647,Cropland,,,59.57
MAL_2018_4440,Malawi,Northern,-8.2701,40.7025,1086.0,2018-07-11,2.791,65.9,1.544,8.62,35.87,77.8,7.3,14.9,1.203,,0.305,0.147,518,Grassland,,,39.48
KEN_2016_4441,Kenya,Western,-6.3531,36.2943,1136.0,2016-06-18,3.93,,1.172,5.16,32.62,33.3,35.1,31.6,,34.93,0.643,0.087,817,Cropland,,,40.8
ZIM_2023_4442,Zimbabwe,Matabeleland,-3.5812,39.9092,1859.0,2023-12-20,1.666,32.08,0.379,7.49,17.49,13.8,44.1,42.1,1.354,26.3,,,741,Cropland,,,24.28
KEN_2023_4443,Kenya,Rift Valley,1.0259,28.8552,1227.0,2023-09-18,3.571,65.77,2.133,7.04,36.55,21.5,11.8,66.8,1.24,44.58,0.483,0.105,836,Cropland,,,56.56
KEN_2019_4444,Kenya,Central,-9.2724,31.1965,2642.0,2019-11-23,5.552,,1.989,7.89,49.49,76.7,16.9,6.4,1.355,24.38,0.647,0.113,1133,Cropland,,,59.18
KEN_2018_4445,Kenya,Central,2.1173,38.0592,2380.0,2018-02-02,,111.23,0.953,7.18,49.72,43.6,30.9,25.6,1.283,39.25,,,879,Cropland,,,55.56
MAL_2018_4446,Malawi,Northern,-14.6848,41.1916,3161.0,2018-06-19,5.468,118.8,1.882,4.78,51.98,,,,,,0.87,0.033,631,Cropland,,,62.51
ETH_2023_4447,Ethiopia,SNNPR,-3.1342,36.4366,1392.0,2023-11-27,2.339,33.45,1.067,9.2,27.79,21.1,41.5,37.4,1.139,,0.18,0.034,910,,,,23.91
ZIM_2020_4448,Zimbabwe,Matabeleland,-3.4951,40.2729,710.0,2020-09-15,1.464,55.91,0.705,6.03,15.09,78.3,15.1,6.6,1.319,9.27,0.134,0.023,297,Cropland,,,32.01
KEN_2021_4449,Kenya,Western,-9.0371,28.8503,475.0,2021-09-22,1.792,38.81,1.586,8.92,17.5,44.1,33.1,22.7,1.346,17.45,0.366,0.049,870,Cropland,,,25.91
ZIM_2022_4450,Zimbabwe,Mashonaland,-7.7362,28.3289,3320.0,2022-08-19,3.316,82.26,2.706,8.16,30.72,15.2,49.7,35.1,1.423,33.42,0.592,0.046,544,Cropland,,,51.39
ETH_2017_4451,Ethiopia,Oromia,-12.8032,37.1154,1245.0,2017-08-25,0.669,107.83,,7.97,9.36,,,,1.067,16.88,0.126,0.032,913,Cropland,,,27.29
UGA_2016_4452,Uganda,Northern,-11.7211,36.2791,1602.0,2016-08-11,4.584,60.44,1.431,5.67,42.72,84.5,-4.2,19.7,1.334,31.99,0.565,0.057,1532,,,,55.86
ZAM_2023_4453,Zambia,Copperbelt,3.2697,41.0666,1714.0,2023-08-05,4.191,78.0,,5.32,49.13,63.1,30.8,6.1,1.35,,0.472,0.01,999,Cropland,,,57.89
ZIM_2022_4454,Zimbabwe,Matabeleland,4.8641,32.6335,1530.0,2022-07-02,1.414,67.18,0.6,8.17,22.16,,,,1.239,44.97,0.412,0.01,919,Grassland,,,21.57
UGA_2017_4455,Uganda,Western,-0.8193,35.9816,827.0,2017-07-31,4.162,71.19,,5.75,35.96,72.3,21.2,6.5,1.256,25.79,0.284,0.179,1092,,Maize,4011.0,64.86
MAL_2020_4456,Malawi,Northern,-1.5267,32.996,193.0,2020-10-01,2.582,37.52,2.792,5.01,26.31,28.6,10.6,60.8,1.061,36.95,0.299,0.075,732,Cropland,,,42.72
RWA_2023_4457,Rwanda,Eastern,1.054,36.4244,623.0,2023-02-04,1.884,43.8,0.926,3.93,23.8,24.0,36.1,39.8,1.214,31.22,0.25,0.152,1026,,,,27.17
MAL_2017_4458,Malawi,Central,-0.858,39.7939,669.0,2017-10-07,1.394,80.95,1.758,6.73,,49.2,31.3,19.5,1.411,19.26,,,828,Cropland,,,49.2
UGA_2023_4459,Uganda,Western,-14.7795,36.8531,1204.0,2023-03-25,4.069,78.38,2.753,7.31,35.03,43.2,45.8,11.0,1.485,,,,1539,Cropland,Millet,2038.0,55.27
TAN_2022_4460,Tanzania,Mara,2.0117,34.5267,629.0,2022-12-25,2.57,21.33,0.624,6.39,26.14,52.7,30.8,16.5,1.441,,0.145,0.08,772,Cropland,,,37.46
KEN_2020_4461,Kenya,Western,4.4003,34.2558,872.0,2020-10-03,3.442,57.33,1.744,9.1,43.14,36.2,34.4,29.3,1.413,36.04,0.42,0.037,254,Forest,,,39.75
ZAM_2022_4462,Zambia,Eastern,-2.7677,37.9229,1661.0,2022-11-06,1.66,75.22,0.749,7.39,24.27,13.3,43.3,43.3,1.356,27.2,0.691,0.017,978,Cropland,,,39.4
UGA_2017_4463,Uganda,Central,0.9669,30.4875,1465.0,2017-09-21,,56.82,0.925,3.85,40.81,30.3,44.4,25.2,1.465,32.15,0.478,0.01,1303,Cropland,,,40.86
ZIM_2022_4464,Zimbabwe,Mashonaland,-7.411,32.3847,2525.0,2022-07-16,3.816,57.38,1.696,3.8,40.17,,,,1.189,21.19,0.483,0.066,707,Cropland,,,37.35
UGA_2020_4465,Uganda,Eastern,-8.5971,38.1423,1006.0,2020-02-05,8.38,,1.952,7.03,67.8,27.2,13.6,59.2,1.241,48.7,0.423,0.262,1638,Cropland,,,71.81
KEN_2020_4466,Kenya,Rift Valley,-7.3907,32.1213,1817.0,2020-03-05,1.666,,1.02,8.37,13.61,16.4,23.3,60.3,1.122,31.17,0.188,0.051,609,Cropland,,,18.72
RWA_2016_4467,Rwanda,Western,-12.7657,32.6591,820.0,2016-05-02,6.26,47.04,0.846,7.85,,53.6,35.6,10.8,1.282,,0.425,0.019,1215,Grassland,,,58.07
ZIM_2015_4468,Zimbabwe,Mashonaland,1.56,41.0464,405.0,2015-10-02,4.581,73.99,2.749,7.99,38.24,,,,1.122,45.3,0.512,0.011,932,Forest,,,56.84
TAN_2022_4469,Tanzania,Mara,-12.3763,38.9407,243.0,2022-04-25,2.928,33.6,1.862,6.81,31.28,17.4,46.8,35.8,1.108,35.99,,,661,Forest,,,45.87
TAN_2022_4470,Tanzania,Kilimanjaro,-14.0653,39.5254,1074.0,2022-08-29,3.057,63.64,1.884,6.86,25.34,65.5,16.9,17.6,1.365,20.51,,,506,Forest,,,47.04
ETH_2023_4471,Ethiopia,Oromia,-6.1708,35.8133,1062.0,2023-05-30,2.617,43.35,1.88,6.48,,27.8,26.7,45.4,,30.98,,,985,Cropland,,,47.73
ZIM_2023_4472,Zimbabwe,Manicaland,-10.8409,35.6548,1532.0,2023-07-19,3.507,56.44,1.859,7.19,32.14,21.4,34.7,43.9,1.432,31.38,0.413,0.155,806,Cropland,,,46.62
KEN_2022_4473,Kenya,Western,-12.9127,32.881,717.0,2022-02-12,3.714,106.55,1.638,3.97,33.21,22.0,21.3,56.7,1.104,37.46,,,1031,Cropland,,,45.12
TAN_2017_4474,Tanzania,Arusha,-4.5603,38.6759,1117.0,2017-04-10,,65.51,2.291,4.43,29.33,43.5,42.5,14.0,1.096,19.73,0.337,0.116,372,Grassland,,,44.03
ZIM_2015_4475,Zimbabwe,Mashonaland,-6.0833,30.2057,711.0,2015-06-28,2.756,55.76,1.95,8.72,31.17,,,,1.207,29.99,0.455,0.095,679,,,,40.63
ZIM_2016_4476,Zimbabwe,Matabeleland,-13.2354,31.0548,901.0,2016-11-12,1.034,28.28,1.303,6.79,10.46,,,,,26.4,,,838,,,,28.01
ETH_2016_4477,Ethiopia,Tigray,-3.188,28.5081,988.0,2016-07-11,6.995,71.04,1.851,6.05,60.48,45.9,31.9,22.1,1.201,37.98,0.56,0.214,484,Grassland,,,63.74
ZAM_2021_4478,Zambia,Copperbelt,4.1155,36.9625,525.0,2021-07-26,3.957,33.87,1.716,8.8,,62.2,28.4,9.3,1.238,24.31,0.137,0.022,644,Cropland,,,37.08
KEN_2021_4479,Kenya,Nyanza,-2.2392,41.8264,180.0,2021-09-26,3.71,88.7,2.374,7.17,37.39,11.8,38.4,49.8,1.328,35.88,0.6,0.072,633,Cropland,,,56.69
RWA_2015_4480,Rwanda,Northern,2.5947,30.3443,2497.0,2015-11-11,5.084,76.26,2.655,8.37,46.7,11.1,29.3,59.6,,48.7,,,1375,Cropland,Cassava,6800.0,55.83
RWA_2021_4481,Rwanda,Southern,-8.1769,29.8872,2487.0,2021-12-16,2.316,74.15,1.789,6.59,23.94,,,,1.218,39.93,,,1028,Cropland,,,49.47
ZIM_2018_4482,Zimbabwe,Manicaland,0.2067,32.8159,1415.0,2018-12-22,3.608,83.76,2.302,8.99,35.3,21.6,18.2,60.2,1.133,43.52,0.518,0.041,493,Cropland,Sorghum,2844.0,49.15
ETH_2018_4483,Ethiopia,SNNPR,-5.1421,31.5125,973.0,2018-11-16,3.662,15.21,0.787,9.2,35.49,21.5,17.6,60.9,1.133,43.21,,,1083,Cropland,Maize,2316.0,20.69
MAL_2019_4484,Malawi,Southern,-12.4767,33.5829,2233.0,2019-09-02,2.634,47.55,1.188,6.39,24.91,16.0,34.3,49.7,1.305,37.02,0.329,0.024,302,,,,44.76
KEN_2020_4485,Kenya,Western,-13.5535,28.9192,1243.0,2020-09-09,5.869,121.47,2.714,4.73,48.93,27.6,19.2,53.2,1.08,48.7,0.786,0.053,1100,Cropland,Sorghum,3365.0,68.04
MAL_2016_4486,Malawi,Northern,-10.9871,40.8769,1896.0,2016-01-23,4.895,140.41,2.842,6.06,46.76,59.8,26.6,13.6,,,0.849,0.043,513,Cropland,,,74.72
TAN_2015_4487,Tanzania,Kilimanjaro,-12.3001,41.3778,1149.0,2015-01-16,3.624,57.56,2.334,7.43,30.39,21.3,22.2,56.5,1.188,38.21,,,874,Cropland,,,43.24
ZAM_2023_4488,Zambia,Copperbelt,0.4629,28.8255,879.0,2023-10-20,3.257,73.36,1.405,6.61,29.16,10.8,26.1,63.2,1.108,,0.474,0.01,995,Cropland,Tea,2009.0,46.94
ZIM_2022_4489,Zimbabwe,Matabeleland,4.1007,34.8163,2754.0,2022-10-12,8.45,93.63,2.268,6.18,,27.0,19.1,53.9,1.117,48.7,0.805,0.028,489,,,,82.37
RWA_2020_4490,Rwanda,Southern,0.0204,41.0101,908.0,2020-09-08,2.286,113.99,1.14,7.39,19.7,58.2,25.9,16.0,1.316,15.91,0.443,0.079,1641,Cropland,,,42.17
ETH_2021_4491,Ethiopia,SNNPR,4.2182,33.7531,147.0,2021-08-30,6.075,156.3,1.952,5.99,58.48,29.0,19.9,51.1,,48.15,0.656,0.022,785,Cropland,,,80.25
RWA_2018_4492,Rwanda,Western,-0.1581,38.8013,1216.0,2018-12-30,3.892,34.6,1.162,6.85,36.58,25.2,31.4,43.4,1.292,,0.174,0.291,1515,Forest,,,45.34
ZAM_2018_4493,Zambia,Copperbelt,0.6341,38.2103,2300.0,2018-03-21,4.087,55.61,1.675,5.97,34.78,56.2,34.0,9.8,1.356,23.6,,,662,Forest,,,45.86
ETH_2017_4494,Ethiopia,Tigray,-1.2097,41.5705,912.0,2017-12-03,3.238,71.5,,7.94,31.87,83.1,5.2,11.7,1.4,,,,1204,Cropland,,,37.94
TAN_2019_4495,Tanzania,Mwanza,-13.5877,32.0316,1239.0,2019-07-21,1.648,,0.852,6.55,18.84,26.0,28.4,45.6,1.129,26.31,0.227,0.02,761,Cropland,,,31.89
TAN_2017_4496,Tanzania,Kilimanjaro,3.9785,41.405,1597.0,2017-05-29,3.99,38.85,0.919,5.31,38.6,58.2,25.9,15.8,1.382,28.31,,,769,Cropland,,,37.79
KEN_2015_4497,Kenya,Rift Valley,-11.3123,32.6901,699.0,2015-10-07,2.611,60.85,0.895,4.68,23.77,75.7,18.9,5.4,1.388,14.48,0.449,0.014,1078,Grassland,,,31.64
ETH_2021_4498,Ethiopia,SNNPR,4.7815,31.6628,797.0,2021-01-09,3.058,29.4,,5.71,35.85,35.4,39.8,24.8,1.189,28.19,0.552,0.033,653,Cropland,,,46.85
KEN_2020_4499,Kenya,Nyanza,-13.8303,29.616,951.0,2020-05-23,5.25,70.84,2.005,5.0,50.29,26.0,32.0,42.0,1.219,41.76,0.479,0.088,1138,Grassland,,,59.65
ZIM_2021_4500,Zimbabwe,Mashonaland,-12.4744,35.5183,1483.0,2021-11-30,2.115,30.6,1.203,4.16,24.84,,,,,37.6,0.184,0.083,657,Grassland,,,23.35
UGA_2020_4501,Uganda,Western,3.8761,32.4826,1187.0,2020-08-03,,55.33,0.824,7.02,29.44,28.4,10.8,60.8,1.32,32.4,0.377,0.181,1732,Forest,,,40.73
ZAM_2018_4502,Zambia,Eastern,-6.0669,37.4547,1740.0,2018-01-07,2.631,48.31,1.404,5.84,24.88,59.8,20.9,19.3,1.289,,0.52,0.083,447,Forest,,,32.55
KEN_2015_4503,Kenya,Western,-2.6013,32.4694,1220.0,2015-09-27,4.145,48.26,0.973,5.77,39.6,15.2,43.0,41.8,1.273,38.11,0.548,0.019,718,,,,40.14
ETH_2023_4504,Ethiopia,Tigray,-4.584,29.4701,768.0,2023-02-28,2.868,51.86,1.794,6.96,25.48,26.4,19.4,54.2,1.298,37.64,0.526,0.084,1033,Cropland,,,43.14
RWA_2017_4505,Rwanda,Northern,-12.138,33.247,1178.0,2017-09-27,6.442,95.55,2.438,8.73,61.06,20.2,9.9,69.9,1.209,48.7,0.531,0.014,1606,Wetland,,,64.91
UGA_2019_4506,Uganda,Eastern,-3.0231,36.364,1767.0,2019-02-03,4.136,141.17,1.9,,40.78,,,,1.425,25.67,0.683,0.208,1252,Cropland,,,65.63
TAN_2018_4507,Tanzania,Mara,-13.4303,40.9942,594.0,2018-01-26,2.72,71.87,2.611,7.0,23.2,39.9,48.8,11.2,1.15,15.32,0.216,0.05,968,Grassland,,,50.82
ZIM_2021_4508,Zimbabwe,Matabeleland,-1.3006,39.9177,1120.0,2021-02-15,3.295,52.13,1.289,5.92,35.25,22.3,23.3,54.4,1.241,40.36,0.331,0.052,530,,,,42.5
ZAM_2023_4509,Zambia,Lusaka,3.2547,33.9388,3057.0,2023-11-26,3.535,123.98,1.721,5.63,34.66,74.9,10.6,14.5,1.397,20.91,,,457,Cropland,Sorghum,2156.0,60.96
TAN_2021_4510,Tanzania,Mwanza,4.4394,35.6592,2144.0,2021-09-24,,43.14,1.338,6.21,15.86,68.3,13.6,18.1,1.263,14.71,,,537,Cropland,,,40.13
RWA_2019_4511,Rwanda,Western,3.1201,33.4854,690.0,2019-08-23,3.631,79.43,2.415,7.03,36.46,67.3,21.9,10.8,1.344,25.85,0.52,0.061,1328,Forest,,,56.24
UGA_2016_4512,Uganda,Central,-6.4269,38.7422,705.0,2016-01-19,7.365,79.9,2.407,7.52,67.8,37.3,31.8,30.9,1.163,,0.555,0.075,1698,Grassland,,,76.28
UGA_2015_4513,Uganda,Western,3.0586,36.3781,503.0,2015-11-10,3.694,90.31,1.351,8.7,35.67,53.0,29.2,17.9,1.355,28.22,0.87,0.184,1566,,,,45.53
UGA_2023_4514,Uganda,Northern,-9.6671,32.0463,1173.0,2023-05-29,4.108,91.15,1.639,9.09,36.42,16.2,27.4,56.3,1.018,38.84,0.575,0.014,1410,,Sorghum,2816.0,49.58
RWA_2021_4515,Rwanda,Southern,-7.4686,40.8161,940.0,2021-11-07,2.202,32.64,1.672,4.17,20.02,,,,1.168,36.15,,,1656,Cropland,,,29.02
ZAM_2020_4516,Zambia,Eastern,-3.6711,37.5787,,2020-11-27,6.016,61.08,2.517,6.72,,55.9,27.2,16.9,1.193,36.67,0.624,0.061,801,,,,67.75
ETH_2022_4517,Ethiopia,Tigray,2.7821,33.1095,1715.0,2022-08-07,8.45,68.5,2.355,8.27,67.8,51.9,29.3,18.8,1.264,41.88,,,887,Grassland,,,66.33
ETH_2022_4518,Ethiopia,Tigray,-7.5884,29.2144,4200.0,2022-07-23,7.244,91.57,,7.04,67.66,21.6,41.0,37.4,1.142,48.7,0.615,0.044,1397,Grassland,,,73.21
UGA_2018_4519,Uganda,Northern,-5.1147,36.3537,1019.0,2018-08-10,3.185,67.32,1.314,5.43,31.02,24.1,9.1,66.8,1.254,42.81,0.465,0.041,1886,,,,39.19
MAL_2016_4520,Malawi,Northern,-1.3023,30.8933,682.0,2016-12-01,3.66,88.32,1.564,7.74,37.57,55.2,31.5,13.3,1.244,20.04,0.87,0.072,934,Forest,,,42.3
TAN_2021_4521,Tanzania,Kilimanjaro,-2.1839,32.6931,1321.0,2021-03-30,5.293,106.21,2.31,6.86,62.03,21.7,25.9,52.4,1.106,48.7,0.679,0.01,933,Cropland,,,72.1
ZAM_2021_4522,Zambia,Copperbelt,-1.7493,32.91,953.0,2021-08-16,2.527,71.61,1.606,6.28,30.1,,,,1.138,40.17,0.467,0.051,643,,,,55.52
KEN_2018_4523,Kenya,Nyanza,-3.1257,34.4992,1574.0,2018-08-18,2.979,38.91,0.493,7.26,25.39,25.1,38.0,36.9,1.265,26.49,0.351,0.01,1704,Cropland,Millet,1410.0,35.19
MAL_2017_4524,Malawi,Northern,0.4958,33.5007,990.0,2017-10-09,2.702,69.04,0.794,6.87,24.19,,,,1.245,30.47,,,759,,,,40.75
KEN_2019_4525,Kenya,Eastern,-1.5933,33.3568,639.0,2019-10-25,,62.55,1.527,6.13,33.8,19.3,38.8,41.9,1.332,35.12,,,757,Cropland,,,55.19
MAL_2023_4526,Malawi,Southern,-5.7541,39.7518,1746.0,2023-02-24,2.453,64.31,1.941,5.35,23.25,28.0,23.7,48.3,1.251,31.74,0.844,0.042,712,Cropland,,,42.6
